domain,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
rclusez.org/data=holding&amp;/&amp;7direct=ibank1=&amp;\%5E\%5Eset/\%5E\%5Esecure=secure.ne&amp;&amp;/,10000000,0,0,0,102,0,0,0,11,1,1
boulevardbride.com/Paypal/,10000000,0,1,4018,26,0,0,0,18,1,1
www.netvigour.com/products_and_services/hosted_microsoft_exchange.asp,10000000,0,1,6575,69,0,0,0,17,2,0
www.pcworld.com/browse.html,1282,0,1,10228,27,0,0,0,15,2,0
domain.ficora.fi/fiDomain/aca.aspx,243220,0,0,0,34,0,0,0,16,2,0
derekdelintfansite.com/fans/dcards/index.html,10000000,0,1,7669,45,0,0,0,22,1,0
www.118bm.com/images/index.htm,10000000,0,1,4017,30,0,0,0,13,2,1
www.omninet.de/english/OT_Ueberblick.shtml,10000000,0,0,0,42,0,0,0,14,2,0
gtazone1.w.interia.pl/,646,0,0,0,22,0,0,0,21,3,1
www.grejbank-randers.dk/jul/Julekort/secure.visa.dk/opdatere-konto/webscr.html?cmd=SignIn&amp;co_partnerId=2&amp;pUserId=&amp;siteid=0&amp;pageType=&amp;pa1=&amp;i1=&amp;bshowgif=&amp;UsingSSL=&amp;ru=&amp;pp=&amp;pa2=&amp;errmsg=&amp;runame=,10000000,0,0,0,242,0,0,1,23,2,1
www.paypa.au.confirm.com.cmd.login.submit.dispatch.htsh656hesh595hg5fj6fdj525fdfgdhs6596shfdh96g.bhagwatiauto.com/125860bfbfd7a5338c60f56977eea56c4a8ea2b/38c9c2bf74dd03e46a4dd1cc24984052/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,10000000,0,1,3288,286,0,0,0,113,11,1
epicbaker.com/azxc/index.php,10000000,0,1,3653,28,0,0,0,13,1,1
www.remorquesfranc.net/cfa46b0eaa820adaf7db37b7ab2b0678/Confirm.php,10000000,0,1,4749,67,0,0,0,22,2,1
www.ankarahalitemizleme.com//wp-admin/user/IBlogin.htm,10000000,0,1,365,54,0,1,0,27,2,1
www.arjaybooks.com/EthTech/Text/,10000000,0,1,6940,32,0,0,0,18,2,0
positype.com/about/aol/update.php,10000000,0,1,6575,33,0,0,0,12,1,1
aay-audio.com/~dolphin/paypal/,10000000,0,1,4749,30,0,0,1,13,1,1
ilansorgula.com/h5io1/aoil/lokiJh1/13dde8a2ed2e54a35a146cd137fb672e/,10000000,0,1,1827,68,0,0,0,15,1,1
tools.ietf.org/html/rfc1943,14969,0,1,9133,27,0,0,0,14,2,0
www.paypal.it.21228.amezionuk.org/c2lsdmlhLnBhbmVyYWlAZ2xzLWl0YWx5Lm,10000000,0,0,0,68,0,0,0,33,5,1
www.lrz.de/~bernhard/MoreBBUtil.html,10000000,0,0,0,36,0,0,0,10,2,0
code.google.com/p/marknote/,1,0,1,11322,27,0,0,0,15,2,0
www.bbrlw.com/images,10000000,0,1,3653,20,0,0,0,13,2,1
www.gamebits.net/psx/alondark.shtml,10000000,0,1,7305,35,0,0,0,16,2,0
motor-roller.su/group/3851226529/3853935958353/,10000000,0,0,0,47,0,0,1,15,1,1
tools.ietf.org/html/rfc1195,14969,0,1,9133,27,0,0,0,14,2,0
bit.ly/TFWN5T,3832,0,0,0,13,0,0,0,6,1,1
www.avikoo.com/manu/updates/account/transaction/notification/information/card/has/been/Limited/confirm/invisible/id/94bd9c43eb7fcc14b465f9217578f01c/bf4bf99e8c696706b9f644f80689ad36/webscuers?cmd=_flow&SESSION=Ig7SKLLzYK73zdc9eVfuVT2aM0g-7JoNNXtb3vWxllkfJOSsLwb83pIayKa&dispatch=5885d80a13c0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d60,10000000,0,1,5479,343,0,0,0,14,2,1
ihouse.payap.ac.th/plugins/bancodobrasil/atualizar2.php,554981,0,0,0,55,0,0,0,18,3,1
en.aaok.asia/login/en/index.htm,10000000,0,0,0,31,0,0,0,12,2,1
www.siteexperts.com/tips/contents/ts16/page1.asp,316482,0,1,8036,48,0,0,0,19,2,0
www.sweetsoftware.co.nz/lua_overview.html,10000000,0,0,0,41,0,0,0,23,3,0
tools.ietf.org/html/rfc740,14969,0,1,9133,26,0,0,0,14,2,0
tools.ietf.org/html/rfc205,14969,0,1,9133,26,0,0,0,14,2,0
tools.ietf.org/html/rfc1028,14969,0,1,9133,27,0,0,0,14,2,0
www.angelfire.com/tx3/mattsmagic/,2547,0,1,8035,33,0,0,0,17,2,0
handmadefashion.in/design/examples/includes/_vti_cnf/include-short.htm,10000000,0,0,0,70,0,0,0,18,1,1
www.amazon.com/exec/obidos/ASIN/0201737930,9,0,1,10956,42,0,0,0,14,2,0
www.xs4all.nl/~korntner/mahjong/nanette/nan_notes.html,9466,0,0,0,54,0,0,0,13,2,0
www.ogston.com/blog/,10000000,0,1,8035,20,0,0,0,14,2,0
www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=yfnidsgus.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,9132,106,0,0,0,13,2,1
en.wikipedia.org/wiki/Lost:_The_Video_Game,6,0,1,8035,42,0,0,0,16,2,0
www.usridernews.com/3243242422/,10000000,0,1,8035,31,0,0,0,19,2,1
www.chilton.com/~jimw/bnchmrks.html,10000000,0,1,11322,35,0,0,0,15,2,0
www.standprincipal.pt/site/modules/mod_login/compte-/cgi/paypal/paypal/new_passe.php?cmd=_login-run&amp;dispatchx85d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc18e922d49fe7535b5ac9d9a53ee2215718e922d49fe7535b5ac9d9a53ee22157,10000000,0,0,0,239,0,0,0,21,2,1
tools.ietf.org/html/rfc1202,14969,0,1,9133,27,0,0,0,14,2,0
www.tremaine.fsnet.co.uk/iso2000.html,117960,0,0,0,37,0,0,0,24,4,0
us.battle.net.login.ddwow.asia/login/en/login.html,10000000,0,0,0,50,0,0,0,30,5,1
www.nocrew.org/software/a386/,10000000,0,0,0,29,0,0,0,14,2,0
us.battle.net.login.en.ppweb.asia/login/en/login.html?app=bameor=0ref=www.battle.net/account/app=wam,10000000,0,0,0,100,0,0,0,33,6,1
sexaddictiontreatment.org/image/www.wellsfargo.com/index.htm,10000000,0,0,0,60,0,0,0,25,1,1
www-update-account-login-c0m.20.1656948824ty.10151169351384875seta.101506554482598.306381256148602set-verification-e79556979.a.1499227254774.70820.1656948824type.christinesellman.com.au/reboot21.php,10000000,0,0,0,198,0,0,1,185,12,1
fbam.do.am/,10000000,0,0,0,11,0,0,0,10,2,1
www.blog-arts.fr/wp-content/themes/css.php,10000000,0,0,0,42,0,0,1,16,2,1
www.sonic.net/venture/,54461,0,1,9496,22,0,0,0,13,2,0
www.freewebs.com/gato03/,5001,0,1,8035,24,0,0,0,16,2,0
www.shseed.com/css/?amp;app=com-d3&amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,10000000,0,1,6940,92,0,0,0,14,2,1
members.tripod.com/gifmaniac/,1267,0,1,9496,29,0,0,0,18,2,0
www.hitsquad.com/smm/mac/,142563,0,1,8765,25,0,0,0,16,2,0
tools.ietf.org/html/rfc1957,14969,0,1,9133,27,0,0,0,14,2,0
adillis.com/smartDBforms.NET/info.aspx,10000000,0,1,365,38,0,0,0,11,1,0
fluchinfos.com/Secureservers&jsupein=eurand=300190138934phsxmw365kgar8f-MAC-Einloggensessions&jseufind-session/mbr=europload-98831264/websrc.php?session.start,10000000,0,0,0,158,0,0,0,14,1,1
login.24144.maxkz.com/97d1e8208bce4e277cc933b002cc1c72/login.html,10000000,0,0,0,65,0,0,0,21,3,1
us.battle.net.login.en.ppweb.asia/login/en/login.html?app=bam&amp;eor=0&amp;ref=www.battle.net/account/&amp;app=wam,10000000,0,0,0,115,0,0,0,33,6,1
www.ektron.com/cms400.aspx,144998,0,1,8765,26,0,0,0,14,2,0
inatwstbnk.com/update/,10000000,0,0,0,22,0,0,0,14,1,1
elserviciodelvino.mx/tiendaserviciodelvino/check/a0ff528bf5615acf2f99c697a252d6e3/,10000000,0,1,4017,82,0,0,0,20,1,1
atendimento-seguro.http80.info/,10000000,0,1,366,31,0,0,1,30,2,1
archdental.com.au/install/lang/assistance-confirm/orange/espaceclient.php?action=showpersonaldata&amp;srcurl=formvalidate&amp;Infos=eNolld25lUpl,10000000,0,0,0,144,0,0,0,17,2,1
www.vanbeersmodelcars.nl/catalog/images/icons/ifikation/Verifiedbyvisa/pay_form_ec_cvv2_fichiers/index.php,10000000,0,0,0,106,0,0,0,24,2,1
jeunes-socialistes41.fr/connexion/cgi-bin/index.html,10000000,0,0,0,52,0,0,1,23,1,1
www.beneden.com/wedding/,10000000,0,1,8766,24,0,0,0,15,2,0
tools.ietf.org/html/rfc17,14969,0,1,9133,25,0,0,0,14,2,0
pastehtml.com/view/bfurkwi7f.html,44061,0,1,4017,33,0,0,0,13,1,1
loticks.addr.com/PLO5XIde/webscr.php?cmd_=session.start&sdr01=aW5mb0BtYWlsdW5kbWVkaWVuLmRl&ixh=cGluZGV4LmJpeg=Message-ID:&ctr_=DE,101067,0,1,8400,129,0,0,0,16,2,1
www.webreference.com/html/tutorials/,47310,0,1,8400,36,0,0,0,20,2,0
tools.ietf.org/html/rfc90,14969,0,1,9133,25,0,0,0,14,2,0
www.angelfire.com/art/sunsetswa/,2547,0,1,8035,32,0,0,0,17,2,0
www.ntplx.net/traceroute/,10000000,0,1,9132,25,0,0,0,13,2,0
www.taperesources.com/dvd_media.html#article2,10000000,0,1,8765,45,0,0,0,21,2,0
pastehtml.com/view/bcgl4fjni.html,44061,0,1,4017,33,0,0,0,13,1,1
chat-by-orkut9.blogspot.com/,11,0,1,7305,28,0,0,1,27,2,1
www.freewebs.com/gems_place/,5001,0,1,8035,28,0,0,0,16,2,0
auto.91wd.cn/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fgrbvldjus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,0,0,121,0,0,0,12,2,1
www.tiandirun.com/images/?us.battle.net/login/en/?ref=zhouwoxus.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,4383,101,0,0,0,17,2,1
www.spg-pneus.com/pbs/50bff0f178f72d942b8bb38572fcef6d/validation.html?g4d3bdOsiuarHDdBl0bEP6dBVy_wP1WJ6XZDh7nemRp9bv2mHJ0HYZaZV6xWExsS,10000000,0,1,4749,135,0,0,1,17,2,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cp-hFo0_SRkzLK9ikcOIZC4RklUN9uMQJECmkaxxPhlNW_f46ywcvNLZbE-05M2eexZpFqJD2SYmrm9_J4CySU6D5XA5573GfD-bRsrCh1z96dZQ4AVUoDomJUzUw8gVem5u5AYy59QfvvT-viD-8ggvB3RB1HCikynPUFQ5y4lPQtmdi2-FjcDd6sScoeKw5GUijViSUav7wjht8Eqwmr-UBy7KA\%3D\%3D&amp;attredirects=0,4570,0,1,6939,369,0,0,1,44,2,1
casestyling.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,10000000,0,1,1461,76,0,0,0,15,1,1
www.w3schools.com/PHP/,213,0,1,9130,22,0,0,0,17,2,0
mediacentera.altervista.org/secure/,602,0,0,0,35,0,0,0,27,2,1
www.cityshoes.co.uk/wp-includes/Text/,10000000,0,0,0,37,0,0,0,19,3,1
www.netsentron.com/servers.cfm,10000000,0,1,6575,30,0,0,0,18,2,0
creditshabbo-logiciel.centerblog.net/,2656,0,1,5479,37,0,0,1,36,2,1
steam-gifting.id1945.com/,10000000,0,1,3287,25,0,0,1,24,2,1
youthbistro.com/images/ficohsaem.php,10000000,0,0,0,36,0,0,0,15,1,1
www.algonet.se/~dennisgr/z88.htm,10000000,0,0,0,32,0,0,0,14,2,0
www.payrollcheck.co.uk/news,10000000,0,0,0,27,0,0,0,22,3,0
sourceforge.net/projects/pystemmer/,168,0,1,7670,35,0,0,0,15,1,0
wi.wu-wien.ac.at/rgf/rexx/,446050,0,0,0,26,0,0,1,16,3,0
cdht.fr/BancoFalabellaChile/?MA,10000000,0,0,0,31,0,0,0,7,1,1
www.interkidscamps.com/tmp/af4ca7031065ec718ff8330f948fd154/login.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,10000000,0,0,0,162,0,0,0,22,2,1
ambankgroup.com.servlet.satelite.xpoiiurqwsxc0983kjoiwadapspplmijoiqwepppsads.login.asp.a0osdp.datarecoveryexperts.co.ke/,10000000,0,0,0,121,0,0,0,120,10,1
kuncorporation.com/chinamex/Paypal_Virefication/01363c53a783abbc1c5ca369ebd0f169/,10000000,0,1,4018,81,0,0,0,18,1,1
www-paypal-com-login.52369845l96h3t3654878716789512429479572494.232324667124267eritu23038749812487.er29831841871487146714jru2498.2358rutd8d9f3g7g1887go9d6f27e9l6h9r42h448716786969853324.weddingcarhire.com.au/reboot.php,10000000,0,0,0,218,0,0,1,207,7,1
myscreenname-aol.martintommer.com/b983-as9/aol/myaccountadp.html?iframe=paymentmethod&amp;NCID=AOLCMP00300000002101,10000000,0,0,0,115,0,0,1,33,2,1
fileserver.clear-link.com/callctr/ADT/dir/5e19d179afd5c3c8057ff99c9343fbed/webscr.htm?cmd=SignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL=&ru=&pp=&pa2=&errmsg=&runameMessage-ID:,10000000,0,1,5844,207,0,0,1,25,2,1
www.fastvideo.ru/english/english.htm,10000000,0,1,5479,36,0,0,0,16,2,0
www.depokkamera.com/~k6245105/py/py/00f99d979a17f561da1abfc5291907c3/webscr.htm,10000000,0,1,365,79,0,0,0,19,2,1
na.aiononline.com.otlogin.com/login/,10000000,0,0,0,36,0,0,0,29,4,1
paypal.com.cgi-bin.webscr.cmd.login.submit.residenciaspr.com/index1.php,10000000,0,0,0,71,0,0,1,60,8,1
personalyte3.h19.ru/Banco_Itau/Pessoa_Fisica/Token/Seguranca/Itau/,170032,0,1,5844,66,0,0,0,19,2,1
www.faqs.org/faqs/net-abuse-faq/,13429,0,0,0,32,0,0,0,12,2,0
p9.secure.hostingprod.com/@naotempreco-surpreenda.com/ssl/vouchers/,54827,0,1,6574,67,1,0,0,25,3,1
omegaauto.net.in/images/index.html,10000000,0,0,0,34,0,0,0,16,2,1
pastehtml.com/view/bewrcx40f.html,44061,0,1,4017,33,0,0,0,13,1,1
affiliatealmanac.com/systembanking/bdeb783e7ccacd536f96d91faef1cda4,10000000,0,1,5478,67,0,0,0,20,1,1
www.tutorialspoint.com/wml/index.htm,3508,0,1,5114,36,0,0,0,22,2,0
gracefulboot.com/board_games/,10000000,0,1,7304,29,0,0,0,16,1,0
shannuodianqi.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,10000000,0,1,365,87,0,0,0,17,1,1
"kadarai.yzi.me/forums.ws15,16,650,91478100/login.html",80778,0,0,0,53,0,0,0,14,2,1
www.ece.cmu.edu/~koopman/stack_computers/,5956,0,0,0,41,0,0,0,15,3,0
paypal.com.us.cgi-bin.webscr.cmd.login-submit.mlsitc.com/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=50f0518e7f80f8ee490f55d109792697,10000000,0,0,0,139,0,0,1,56,8,1
www.123flashchat.com/ipb_chat.html,16264,0,1,6210,34,0,0,0,20,2,0
tools.ietf.org/html/rfc1119,14969,0,1,9133,27,0,0,0,14,2,0
www.cs.waikato.ac.nz/~hinze/DEBS2006/,69620,0,0,0,37,0,0,0,20,4,0
toc.cl/verification/customer_pp/pp/error.html,10000000,0,0,0,45,0,0,0,6,1,1
www.programagovaivisa.tk/Participar/index.html,10000000,0,0,0,46,0,0,0,24,2,1
limoservicesreviews.com/wp-includes/images/wlw/wp-icon.php,10000000,0,0,0,58,0,0,0,23,1,1
www432.paypal.ca.24077.securessl-130.mx/js/web.apps/ca/m.pp/?cmnd=_lg&nav=_7245F781D3F64AA8FEDD,10000000,0,0,0,95,0,0,1,39,5,1
tools.ietf.org/html/rfc1765,14969,0,1,9133,27,0,0,0,14,2,0
www.tulejelozyskowe.pl/index.php?lang=en,10000000,0,0,0,40,0,0,0,22,2,0
inspectmybuilding.com.au/we/,10000000,0,0,0,28,0,0,0,24,2,1
www.nfkasansor.com/resim/index.php?verificationload=7500144&userid=tesd,10000000,0,0,0,71,0,0,0,18,2,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crSDlTcQTY3Lh3R6PphRRDeTc1IgzjAy2I90v_jsh6ce_yhsZdUur41u5teKzfZNzoSN2de_tb0CgszJYiGR4f6k8Ly7c-A_cK_sbmakO-a-HpjT3AFj42PsRcGyGsMpmvrokPwWsEQIHqKMzN3XF28QpCNQrd2zLAP7cdwPhHp7v7hdphJt4PSVq0MnQxpslDzDa4U3aJRz3_yAlpMF2sxhXjZOw\%3D\%3D&amp;attredirects=2,4570,0,1,6939,343,0,0,1,44,2,1
paypal.com.cgi.bin.href.source.dispatch215120512105118.animalia.cl/get-into/ee488fe1b85ec6ae9bb7add43a1af7ef/,10000000,0,0,0,109,0,0,0,66,8,1
www.lcp.nrl.navy.mil/hpcc-ess/,8113,0,0,0,30,0,0,0,20,4,0
motherrussia.sarmalebune.rainbowsbeginnings.com/serioux/index.php,10000000,0,0,0,65,0,0,0,47,3,1
www.acme.com/java/software/WebCat.html,65952,0,1,10594,38,0,0,0,12,2,0
www.shotgunconcepts.com/speaking.htm,10000000,0,1,6864,36,0,0,0,23,2,0
www.csd.uwo.ca/~jamie/C/,25717,0,0,0,24,0,0,0,14,3,0
www.murciatoros.com/tmp/paypal/cgi-bin/webscrcmd.login-processing/cmdverification.creditcard-/198.245.157.263/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc642949ad93bff9eec5bdce64de6457c4642949ad93bff9eec5bdce64de6457c4/,10000000,0,1,366,274,0,0,0,19,2,1
www.cis.upenn.edu/~giorgi/cl.html,3817,0,0,0,33,0,0,0,17,3,0
www.paypal.co.uk.8302.secure9j.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=0a6c6cc124216e18ed7452435aca084c,10000000,0,0,0,106,0,0,0,33,6,1
www.microsoft.com/windows/windowsmedia/mp10/default.aspx,29,0,1,10959,56,0,0,0,17,2,0
www.toyota-global.com/innovation/partner_robot/,67264,0,1,5114,47,0,0,1,21,2,0
www.olapoffice.com/remax-properties/index.htm,10000000,0,1,4383,45,0,0,0,18,2,1
svilupporurale.uncemtoscana.it/media/paypal.com/webscr/m/e/q/p/z/x/j/id=102043/index.html,10000000,0,0,0,89,0,0,0,30,2,1
paypal.com.cgi-bin.login1589114111g859f.sonreir.cl/paypal/2/26331542f170e682e1bbdc535bedbb6b/webscr.html?cmd=5885d80a13c0db1f22d2300ef60a67593b79a4d03747447e6b625328d36121a16e133dc34bbf944d0054e13621ea39f76e133dc34bbf944d0054e13621ea39f7,10000000,0,0,0,237,0,0,1,50,5,1
www.sprunkey.net/LAN/services/update/www.paypal.com/,10000000,0,0,0,52,0,0,0,16,2,1
soulism.gr/www.paypal.comcgi-binwebscr/46b620e659aa4e967ce48b3f4027e5fd/,10000000,0,0,0,72,0,0,0,10,1,1
digitalmediaminute.com/howto/fc4rails/,465632,0,1,6210,38,0,0,0,22,1,0
epocadofuturo.pt/cielo/,10000000,0,0,0,23,0,0,0,16,1,1
tools.ietf.org/html/rfc1376,14969,0,1,9133,27,0,0,0,14,2,0
matters360.com/mks/index.php,10000000,0,1,1461,28,0,0,0,14,1,1
xformsinstitute.com/essentials/,10000000,0,1,5844,31,0,0,0,19,1,0
www.paypalscheks.com/security/login.php?=paypal=_login-submit&amp;amp;dispatch=service_centre?source=security&amp;amp;customer=aD7EFQu6opqoDjQ6S7H0yvE7GTHLSqMSUJnqqHmF,10000000,0,0,0,167,0,0,0,20,2,1
www.cisco.com/warp/public/750/acquisition/articles/volpi.html,1382,0,1,12785,61,0,0,0,13,2,0
pacera_guild_polisharmy.w.interia.pl/,646,0,0,0,37,0,0,0,36,3,1
www.foreshore-dynamic.com/blog/wp-content/themes/twentyten/4108707543/241250503/,10000000,0,0,0,80,0,0,1,25,2,1
heta.lunariffic.com/suspend.page/?bWVkaXJlaW0ubmV0uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM0NjE2OTg1OA=,94140,0,1,6575,109,0,0,0,19,2,1
www.balt-net.tk/cert/login.asp?ref=us.battle.net/account/management/index.xml,10000000,0,0,0,77,0,0,1,15,2,1
www.elegantwheelslt.com/xmlrpc/CieloFidelidade.com.br/,10000000,0,0,0,54,0,0,0,23,2,1
www.collectorz.com/music/,73087,0,1,7669,25,0,0,0,18,2,0
www.javaworld.com/javaworld/jw-07-2001/jw-0713-regex.html,22308,0,1,9131,57,0,0,0,17,2,0
www.profibing.de/colorforth/,10000000,0,0,0,28,0,0,0,16,2,0
pastehtml.com/view/bek8g1kx2.html,44061,0,1,4017,33,0,0,0,13,1,1
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7coeWZdswJ6NnWadPTE5_Tf2RKPbRl4FwTOEuIB91ngdU3-d_q9Rr0B0NP-kb9qHlHzKrq0ITRP_sHlmAANLWkZfFsXHentzdFFAnpj4yqJLZIV51IC0u3dZAPR_N4bjeVI4uHQCdzkHk04zeSLQNeHnJ891-nJNUOJq4nzplriBzS8UjrGfsWOn-3No2VU_fE9c5GMcYtl9gkZWM9ddoJO1zub-2A\%3D\%3D&amp;attredirects=0,4570,0,1,6939,369,0,0,1,44,2,1
www.tradelinkad.com/a2f7a8,10000000,0,0,0,26,0,0,0,19,2,1
freesna.info/wp-content/uploads/wertdgh/bpd.com.do/personas/do/login.popular.php?Personal,10000000,0,0,0,89,0,0,0,12,1,1
bollywoodloungeparis.com/rapports/verification-security/,10000000,0,0,0,56,0,0,0,24,1,1
omaronline.co.uk/fawz/remax,10000000,0,0,0,27,0,0,0,16,2,1
paseadultomayor.cl/archivos/wowiwo/yahoo.htm,10000000,0,0,0,44,0,0,0,18,1,1
paypal-activation.com/vbxmq/zksnx/rluns/nmcyr/sidwu/vmsmr/oqbbs/ugpvs/nvmoy/secure-code12/security/login.php,10000000,0,1,1096,108,0,0,1,21,1,1
www.compuware.com/products/uniface/default.htm,57957,0,1,9861,46,0,0,0,17,2,0
www-03.ibm.com/servers/eserver/zseries/zos/le/,576,0,1,12419,46,0,0,1,14,2,0
visage.uz/.Nets/,10000000,0,1,4021,16,0,0,0,9,1,1
www.dlib.org/groups/metadata.html,321945,0,0,0,33,0,0,0,12,2,0
zngr.atspace.com/menu/zngrlcompiler.html,54601,0,1,5844,40,0,0,0,16,2,0
www.ajras_ds.ga2h.com/,141718,0,1,4018,22,0,0,0,21,3,1
www.xenialopez.com/paypal-com1/encripted/ssl218.site/index.php,10000000,0,0,0,62,0,0,0,18,2,1
dimensionnet.com.br/loja/produtos/newsletter.asp,10000000,0,1,5844,48,0,0,0,19,2,1
www.viewtouch.com/poshome.html,10000000,0,1,10226,30,0,0,0,17,2,0
www.angelfire.com/goth/somath/Garou.html,2547,0,1,8035,40,0,0,0,17,2,0
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqwbWjNx1rsIJSliM5Yu7VFID21CyBI9oO7r4MPjQ3K6PHJuPwVVd8KxE-mp_3kauiAlq5gEET3G6Ou4ZNvoQNE_MCATOWyg7-51g_xsdaEmgjniFFqY971S8fSs6tcYYFci96P1s6nipgQJA1a-ObBMAboLH6HQgkeTDuzMvQUOFjcEWuN9o4Q9PNTZxrGysn2AwRPLAepQa-VSP3GOwR7PqGlAw\%3D\%3D&amp;amp;attredirects=1,4570,0,1,6939,347,0,0,1,44,2,1
www.floropedia.ro/includes/FORM87SJ.htm,10000000,0,0,0,39,0,0,0,17,2,1
services-onlineaccounts.de/joomla/help/abgleich/verifi.htm,10000000,0,0,0,58,0,0,1,26,1,1
spdg1.sci.shizuoka.ac.jp/f77chk/indexe.html,62842,0,0,0,43,0,0,0,24,4,0
steamzcommunity.olympe.in/freegames/luckyday/update.php?cid=-79832&amp;,70181,0,0,0,71,0,0,0,25,2,1
pastehtml.com/view/bc4wlx6hk.html,44061,0,1,4017,33,0,0,0,13,1,1
vilzak.solidwebhost.com/booltols-drive/brook-fauller-dolsdolf-darak-melletry-khansra-parak-over/welcome-paowuer-dors-hors-stephanie-drakaz/,10000000,0,1,6940,139,0,0,0,23,2,1
langworth.com/pub/perl_test_refcard.pdf,10000000,0,1,9132,39,0,0,0,13,1,0
gamma.cs.unc.edu/V-COLLIDE/,7257,0,0,0,27,0,0,0,16,3,0
www.gamecabinet.com/rules/DrFaust.html,10000000,0,1,12053,38,0,0,0,19,2,0
pastehtml.com/view/beh3qxaqi.html,44061,0,1,4017,33,0,0,0,13,1,1
www.top100-websites.com/clipart/index.html,10000000,0,1,7305,42,0,0,1,23,2,0
pcd406046.netvigator.com/eyeos/auth.html,27523,0,1,8767,40,0,0,0,24,2,1
creeksideshowstable.com/Paypal_Virefication/fd450441eda54b24040273386e93332c/new1/b637be0fce7e2c471c4ebd7b83b0da26/181c6fe79336baa66df396dd756456cc/,10000000,0,1,5113,148,0,0,0,23,1,1
www.winton.org.uk/zebedee/,10000000,0,0,0,26,0,0,0,17,3,0
www.zuoquanba.cn/images/?https:\%2F\%2Fsecure.runescape.com\%2Fm=weblogin\%2Floginform.ws\%3Fmod=www,10000000,0,1,6575,100,0,0,0,16,2,1
mijhuwiministries.org/remax/,10000000,0,0,0,28,0,0,0,21,1,1
paypal.com.us-cgi-bin-webscr-cmd.login.5885d80a13c0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d95x.devonenergyassessor.co.uk/5885d80a13c0db1f8e263663d3faee8d4b3d02051cb40a5393d95fde607f255X/9d8dfadb171374c33ea97f1f4f211f12/Confirm/,10000000,0,0,0,235,0,0,1,128,7,1
us.battle.net.ppwow.asia/login/en/?app=com-d3&ref=us.battle.net/d3/en/index,10000000,0,0,0,75,0,0,0,24,4,1
kapalicarsihaber.com/wp-content/uploads/index/information/www.remax.com/remax/index.htm,10000000,0,1,3653,87,0,0,0,20,1,1
www.babinet.cz/avatars/19889/hires/dir/7edc534cb650ff58b89725458f210e3f/,236871,0,1,7304,72,0,0,0,14,2,1
digital1.ma/style/us.info.839f71er54tre5tr4e54fd4gd14d256b.info.paypal.com/5b9378f6c0271ea2f9a5ca051fe1ee80/Confirm.php,10000000,0,0,0,119,0,0,0,11,1,1
web.mit.edu/TDQM/,1303,0,0,0,17,0,0,0,11,2,0
coachfromwithin.com/en/index.htm,10000000,0,1,6575,32,0,0,0,19,1,0
www.redset.com.ua/ppLogin/,10000000,0,0,0,26,0,0,0,17,3,1
neptunemobile.com/wp-content/themes/LondonLiveOOOO/Bofa/signon.php?section=signinpage&amp;update=&amp;cookiecheck=yes&amp;destination=nba/signin,10000000,0,1,5844,144,0,0,0,17,1,1
tools.ietf.org/html/rfc404,14969,0,1,9133,26,0,0,0,14,2,0
pc.ign.com/articles/162/162165p1.html,339,0,1,10226,37,0,0,0,10,2,0
adonaicapital.com/wp-content/themes/arthemia/43534534534/,10000000,0,1,1096,57,0,0,0,17,1,1
www.gnu.org/people/speakers.html,6125,0,0,0,32,0,0,0,11,2,0
