url,short_url,favicon,href_count,url_length,page_redirect,url_split_count,label
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cp6R76tWZNaJZyOb5AUPdfsoEg7zv0DAwZLmkZjgGtJpxQMQDooTZE-qzgLJCuRPWbds_S0ICcf40sZaWPb7PLTkmPY-wBT6AdMWo87lFtALosYFk5M5OCK5qYB_imGFzIXhTJxHUPdTiYRS1BaykTALc1ZrdCmEgX95C7jBdLLcS_ZvzBXEEMGWMrL29ODYKexKqCyWssZC04F1IALpsGIX3YRfA\%3D\%3D&amp;attredirects=1,1,0,7,298,0,9,1
http://dhost.info/zabrodskyvlada/aat/index.html,1,-1,25,17,0,2,0
http://tools.ietf.org/html/rfc621,1,1,5,34,0,3,0
http://www.13idol.com/mac/program.html,1,0,99,35,0,3,0
http://www.w3.org/TR/css3-iccprof,0,0,95,33,0,3,0
http://tools.ietf.org/html/rfc2540,1,1,53,35,0,3,0
http://www.elsevier.com/wps/find/journaldescription.cws_home/621920/description,1,0,84,66,0,3,0
http://www.njofficeol.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,0,0,0,102,0,7,1
http://spreadsheets.google.com/spreadsheet/viewform?formkey=dF9xZ0JpQUNndzZJSGVmTHBKZEhveXc6MQ,1,1,3,128,0,3,1
http://dahabband.com/wp-content/plugins/zakehjmoudf/7597116795/de-5352352353/index.php,1,-1,110,52,0,3,1
http://www.firstsql.com/tutor.htm,0,0,33,33,0,4,0
http://steampool.gegahost.net/,0,0,0,30,0,3,1
http://elmose.com/Chasesa/ntasa/4d853538484d853538439384d84d85353844d853535353843ae3ae091d0d3faee8d938/polc.htm?d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0055289acf68cd5150d8d7916f0cfcddf055289acf68cd5150d8d7916f0cfcddf,0,0,0,236,0,3,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqwVgYBlR-WUUgnvV4mHomFQ3F7gamNpQ0ruuerj9wo76oLcYVgEIQJuww5yMuFttaACEURVsbajfnQqqrC5QHuoubPkirl1p6JMqiI2dODF0w6lrfdqsGILPouF1ZNKOMwuNOyQQZTCa-LyCs99aoPEw00HFI29ViTFd6Z1M9xGiWFzV2rgImjDuihKbPeDENr89FvZOOce-9EGLg8vJb-7F9X8w\%3D\%3D&amp;attredirects=2,1,0,7,298,0,9,1
http://groups.google.com/group/clepy/,1,-1,13,45,0,3,0
http://www.collectivate.net/journalisms/2006/4/14/yochai-benklers-the-wealth-of-networks.html,0,0,2,93,0,4,0
http://www.angelfire.com/il2/tiffani/,0,0,11,37,0,3,0
http://tibiagms.w.interia.pl/,1,1,439,23,0,3,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cp6SncGV7yF9h-vfuKXthWA4C4FKj-4adEOTSJ-mloh57VDmJwF3n15rs8N3wnH_o-IXtV4hFRcIAyrphlhk3CUoQCHLG7BiF1ODZ4ozgOyzL1d8DpJ_tFNDiQFq8fov5bOZIZqzAl_4mamoshM-h3_JIiU7b6FqZj1k8eCJmVZxlhhIG6AGIBS0JuJnCStS318liBh6uaagIi7ts9h3NyVC-rUbg\%3D\%3D&amp;attredirects=1,1,0,7,298,0,9,1
http://www.adobe.com/web/wireless/mms.html,1,1,65,43,0,4,0
http://members.tripod.com/tanmaykm/work/javawork.html,1,0,23,45,0,4,0
http://syrmail.w.interia.pl/1.htm,1,1,439,23,0,3,1
http://www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=wueqpvnus.battle.net/d3/en/index&amp;app=com-d3,1,0,21,21,0,3,1
http://www.newmodels.com/infotrade/index.html,0,0,0,45,0,4,0
http://en.wikipedia.org/wiki/IPod,1,1,2368,34,0,3,0
http://www.zkwell.com.cn/js/,0,0,0,28,0,4,1
http://www.s2s.co.uk/snd.swf,0,0,0,28,0,5,0
http://www.nondot.org/sabre/os/files/Booting/PolyOS.html,0,0,0,56,0,4,0
http://www.art-tlc.com/bground.html,0,0,73,35,0,4,0
http://www.geisswerks.com/geiss/,0,0,26,32,0,3,0
http://en.wikipedia.org/wiki/Context-free_grammar,1,1,581,50,0,3,0
http://www.sansensheji.com/js/?us.battle.net/login/en/?ref=htftiisus.battle.net/d3/en/index&app=com-d3,1,0,0,44,0,4,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cq4_CFRAcByytcILgB0Ftf2wgnqdAjt35ubiopdCjjQztSY9U-3C_DxBC1ns1j7Pk-YAcdA6necMlPE5X5dzoAwyjIgquVQvyw8cu1_-A-Z5iCFM5TWbPaqYEEvx6cbDCEcpkgVf7X8cgT-E8Dk2QgMuDjvdKnGLETubpzXzXT_0ZrjInMThcSXUWb8o0IAfDTbN2WsY6eSpr0dab7zBsuRqtxVJQ==&amp;attredirects=0,1,0,7,298,0,9,1
http://tools.ietf.org/html/rfc281,1,1,19,34,0,3,0
http://www.csis.ul.ie/software_localisation/default.htm,1,-1,178,26,0,3,0
http://www.creative-corner.co.uk/schools/,1,0,47,33,0,4,0
http://www.unicode.org/charts/PDF/U0980.pdf,0,0,0,43,0,4,0
http://tinyurl.com/cqbbc5x,1,0,0,26,0,3,1
http://jjlzfd.com/Images/?us.battle.net/login/en/?ref=svfthlwus.battle.net/d3/en/index&amp;app=com-d3,0,0,0,101,0,6,1
http://www.jumpjet.info/Offbeat-Internet/Gopher/archive.htm,0,0,58,59,0,4,0
http://tools.ietf.org/html/rfc1764,1,1,43,35,0,3,0
http://www.adahome.com/9X/OOP-Ada9X.html,1,0,185,41,0,4,0
http://www.chestysoft.com/filedownload/,1,0,17,40,0,3,0
http://tools.ietf.org/html/rfc2604,1,1,249,35,0,3,0
http://www.longshu.com/images/,0,0,0,30,0,3,1
http://news.cnet.com/2100-1023-222093.html,1,0,238,51,0,3,0
http://www.saburchill.com/history/chapters/IR/008.html,0,1,37,54,0,4,0
http://www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=oypkgubus.battle.net/d3/en/index&amp;app=com-d3,0,0,0,110,0,8,1
http://www.apple.com/ipad/built-in-apps/ibooks.html,1,0,173,27,0,3,0
http://sourceforge.net/projects/tptest/,1,0,275,40,0,2,0
http://mamashelp.co.uk/GGGSSSSCCCNNNGGG/remax/,0,0,0,46,0,3,1
http://www.americaswonderlands.com/free_screensavers_download.htm,0,0,75,65,0,4,0
http://www.mjyoung.net/dungeon/confess.html,0,0,11,43,0,4,0
http://pastehtml.com/view/ba8cmiru3.html,1,1,5,41,0,3,1
http://pastehtml.com/view/bfz50c2fy.html,1,0,1,41,0,3,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cqoz0Ut_M059Gxw7e36Xr8uTToCzJJ7XKAj1UJi8lVfxkvpKsH1sROnSwg_5VfQM__TBjF0oOIJ0nvexRuxQnhkdCByN5pre8UjMVgVcve_qe9MZI09kiVJrw9RXNsAO4WEnegChGvHCN7t_NORpgQZz6_VxjJ1fJjgWwARO72VHuOi9soZNsR_7hcWkvqFwbdJvHvfK8GEi2BZ8KtQvTihN-ixZw\%3D\%3D&amp;attredirects=0,1,0,7,298,0,9,1
http://www.applegate.co.uk/engineering,1,0,0,39,0,4,0
http://www.onlamp.com/pub/a/bsd/2004/07/08/dragonfly_bsd_interview.html,1,0,58,30,0,3,0
http://tools.ietf.org/html/rfc2865,1,1,460,35,0,3,0
http://tools.ietf.org/html/rfc1417,1,1,32,35,0,3,0
http://www.dynamoo.com/webmaster/,0,0,28,33,0,3,0
http://www.rubbermonkey.org/opdesign/,0,0,0,37,0,3,0
http://www.fortran.com/ibm.html,1,0,34,32,0,4,0
http://www.cftech.com/BrainBank/MANUFACTURING/CarBody.html,1,1,46,111,0,3,0
http://tools.ietf.org/html/rfc1721,1,1,53,35,0,3,0
http://www.searchengineshowdown.com/dir/looksmart/review.html,0,0,1,61,0,4,0
http://getacustomdesign.com/clickheat/paypal.com.cgibin.webscr.cmd.login.submit.dispatch.login/5885d80a13c0db1f8e263663d3faee8d0288a7fd2903afb85a5540fd442543d01/04859c928e425af9b9f8987c7094f2de/,1,0,148,55,0,4,1
http://tools.ietf.org/html/rfc2339,1,1,20,35,0,3,0
http://widomskipawel.w.interia.pl/,1,1,439,23,0,3,1
http://www.spiceworks.com/free-network-monitoring-management-software/,0,0,0,70,0,3,0
http://docs.google.com/a/untrm.edu.pe/spreadsheet/viewform?formkey=dFh0a21PbXNaSTdERngyVE9YWFdqcWc6MQ,1,1,2,128,0,3,1
http://cappels.org/dproj/Home.htm,0,0,186,33,0,3,0
http://www.atsf.co.uk/atsf/,0,1,16,27,0,4,0
http://docs.google.com/a/sify.com/spreadsheet/viewform?formkey=dG0xTzYyZnRJNy1YUGdVTm1FMFBQLVE6MQ,1,1,2,98,0,4,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cq6JMwA3Q48SUho8MldhIOXuEjNPceqWeNkE3j5Gcrnodrbui8sVouI2mkba4Lxj3f0X383SNuJoemJ5Z--Puhs4e5CELc0JN8skWc1KwZjen0FJBzzKhSXbfE4ZSnwAtdJz1f7qgGW-Lvy9MawZgI9AXNpezFr656htT4fLw6gZm0EHmT1MdCtGJmvatVNfGi_DZWEKVq2KPXbW19lOTLWVO13fw\%3D\%3D&amp;attredirects=1,1,0,7,298,1,9,1
http://affiliatealmanac.com/VBV.php,1,0,0,163,0,4,1
http://pyxml.sourceforge.net/topics/,0,0,34,36,0,3,0
http://tools.ietf.org/html/rfc2973,1,1,60,35,0,3,0
"http://services-runescape-com-ssl-forums.totalh.net/sl=0-forums.ws.14,15,437,63859515.html",0,0,0,90,0,6,1
http://tibiacheats.fm.interia.pl/,1,1,439,23,0,3,1
http://www.tibia-news.za.pl/,1,0,76,13,0,2,1
http://portal.acm.org/browse_dl.cfm?linked=1&amp;part=series&amp;idx=SERIES406&amp;coll=portal&amp;dl=ACM,0,0,0,105,0,4,0
http://oreilly.com/windows/archive/csharp-regular-expressions.html,1,0,51,23,0,3,0
http://java.sun.com/docs/books/tutorial/uiswing/learn/,1,0,30,54,0,3,0
http://tools.ietf.org/html/rfc968,1,1,7,34,0,3,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqwVgYBlR-WUUgnvV4mHomFQ3F7gamNpQ0ruuerj9wo76oLcYVgEIQJuww5yMuFttaACEURVsbajfnQqqrC5QHuoubPkirl1p6JMqiI2dODF0w6lrfdqsGILPouF1ZNKOMwuNOyQQZTCa-LyCs99aoPEw00HFI29ViTFd6Z1M9xGiWFzV2rgImjDuihKbPeDENr89FvZOOce-9EGLg8vJb-7F9X8w\%3D\%3D&amp;attredirects=2,1,0,7,298,0,9,1
http://tools.ietf.org/html/rfc734,1,1,10,34,0,3,0
http://www.anasuya.com/trixter/,0,0,26,31,0,3,0
http://www.infopackets.com/windowstutorials.htm,0,0,1,47,0,4,0
http://www.indigorose.com/ams/,1,0,34,31,0,3,0
http://www.pbs.org/newshour/bb/media/jan-june00/e-books_3-16.html,1,-1,10,68,0,4,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cp_yqIUgII9IRVsCrrZ_6ycbjHMuSEslx04qDJ19e3rJWxdHKuD5H36kAoMklQc6KmAYwkHbqXg75ma42kmgdu4r0JRBzMQkHw-l1q181vKzr5FkgfVpqdCN3xTi-wWGrxtRgcMHW2QUNjprbg8g-pXe-0yYwbZzuuhabtdMUhc3pPMX-iR-pLGDYGOOjU-YWadLzLQZOUZT_eC2WwE67TUNo0mcQ\%3D\%3D&amp;attredirects=1,1,0,7,298,0,9,1
http://www.nhplace.com/kent/,0,0,70,28,0,3,0
http://tools.ietf.org/html/rfc857,1,1,19,34,0,3,0
http://www.6bytes.com/folderstyle.html,0,0,0,38,0,4,0
http://geosoft.no/development/javamake.html,0,0,18,43,0,3,0
http://www.tutorialspoint.com/cmmi/index.htm,0,1,106,44,0,4,0
http://iscripts.com/sonicbb,1,0,85,28,0,2,0
http://www.crestagroup.com/inp6/index.html,1,-1,44,46,0,4,1
http://tools.ietf.org/html/rfc1729,1,1,53,35,0,3,0
http://www.ozem.com.br/contato/wp/cliente/Www.clientes.bradesco.com.br/www.Infoemail.bradesco.com.br/m.bradesco.com.br/identifica.js/,0,0,0,133,0,16,1
http://microcalls.com/blog/wp-content/plugins/akismet/8392225808/843540354/,0,0,0,75,0,2,1
http://gdxjabh.com/js?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,1,0,0,76,0,6,1
http://www.bennee.com/~alex/,1,0,21,29,0,3,0
http://pastehtml.com/view/bfqk751f2.html,1,1,5,41,0,3,1
http://www.soligsoft.com/includes/malaspronta/,1,1,2,64,0,4,1
http://pastehtml.com/view/bg8zphwms.html,1,1,5,41,0,3,1
http://pastehtml.com/view/bg2z73mti.html,1,1,5,41,0,3,1
http://touch-media.ro/aol/index.htm,1,0,0,40,0,4,1
http://www.linuxjournal.com/article/4540,1,1,69,41,0,3,0
http://www.devguru.com/technologies/vbscript/quickref/vbscript_intro.html,1,0,0,74,0,4,0
http://www.varaneckas.com/jad,1,0,22,27,0,2,0
http://spaceone.com/actiondb/,1,0,0,30,0,2,0
http://www.epic.org/open_gov/foia/secrets.html,1,1,231,47,0,4,0
http://creeksideshowstable.com/Paypal_Virefication/3248536c9562a3044cd01d637a8c06ee/new1/747381f4723a2006ac0875f1b9017121/91c5e2ddaf29d3b054e703ed738e9d66/,0,0,0,155,0,2,1
http://pagesperso-orange.fr/yves.candau/numlib.htm,1,-1,21,53,0,4,0
http://www.nu-waycorp.com/Mechanical-Eng.htm,0,0,8,44,0,4,0
http://tools.ietf.org/html/rfc1476,1,1,199,35,0,3,0
http://pastehtml.com/view/bbo64z2yj.html,1,1,5,41,0,3,1
http://xdysb.com/lyb/?us.battle.net/login/en/?ref=eu.battle.net/d3/en/index&app=com-d3,0,0,0,86,0,6,1
http://digilander.libero.it/Z.Ibrahimovic2011/,1,0,0,47,0,4,1
http://asterran0109.hostoi.com/promo2013/,1,0,1,46,0,3,1
http://www.trellian.com/fwolf/index.html,1,0,33,41,0,4,0
http://www.angelfire.com/pr/czechrepublic/,0,0,6,42,0,3,0
http://tools.ietf.org/html/rfc2419,1,1,124,35,0,3,0
http://www.gdibn.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;rcafcnvamp;ssl=0&amp;dest,0,0,1,111,0,6,1
http://pastehtml.com/view/bd3w4wgbm.html,1,1,5,41,0,3,1
http://www.linabtechnologies.com/tmp/dd10ee00da7b97b00e7052fb1b13ac4b/Einloggen.htm,1,0,7,79,0,3,1
http://dmoz.org/guidelines/travel/,1,0,0,38,0,3,0
http://creditmaster.eu/7416077659/143493053/,1,1,28,148,0,3,1
http://www.allandmedia.com/opencart/system/Cielo/index.html,0,0,1,59,0,4,1
http://www.highedgesolar.com/nw/modules/Nabsecure/index.htm,0,-1,60,59,0,4,1
http://springengineer.com/includes/Zmeya/webscr=cmd_run.no/ID=d80a13c0e293643d3faee8da6a0e86558d6153d8/cmd/,0,0,0,107,0,3,1
http://xerces.apache.org/xerces2-j/,0,0,60,35,0,3,0
http://www.linuxplanet.com/linuxplanet/reviews/4149/1/,1,0,110,26,0,3,0
http://www.acewellpc.com/images/?us.batt...,0,0,0,43,0,7,1
http://www.eds-us.com/welcome.asp,1,0,7,28,0,3,0
http://www.coffeecup.com/stylesheet-maker/,1,1,102,35,0,3,0
http://orefa.com/addup/,0,1,29,23,0,2,0
http://www.yolinux.com/HOWTO/PostgreSQL-HOWTO.html,0,0,0,50,0,4,0
http://tools.ietf.org/html/rfc3072,1,1,182,35,0,3,0
http://pastehtml.com/view/bb16kid9l.html,1,1,5,41,0,3,1
http://sdsaibo.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www,0,-1,1,79,0,5,1
http://www.angelfire.com/tx4/honeyman/,0,0,5,38,0,3,0
http://tools.ietf.org/html/rfc1060,1,1,1507,35,0,3,0
http://fms.komkon.org/fMSX/,0,0,96,27,0,3,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cpDnegd6u7GrY1LxYa5oNk97_2J7mdhOa0waO1LZXYJ2dPuuZUSM7-Yxu80lFL55ScrpVEM2NjWrhiV_DE5hcpGbGUIMK3No9oLSpIntb-r8KSSbGYEdVUiVSt1WqDnY-NVSKEHGBNTaqaaC3HSV-qtEFRkt8q2MQvcuSF7EYXRqF9TyEZw2hO5u2VTBM2-xmkotyqU0Ydi20Ua0E_UDOlSIIetpw\%3D\%3D&amp;attredirects=0,1,0,7,298,0,9,1
http://support.microsoft.com/kb/918992/,1,1,112,117,0,3,0
http://vfdgsdgsdfg.cmail5.com/t/t-l-mlhydy-mgdjl-d/,1,0,10,46,0,4,1
http://payqal-now.host56.com/paypal/,1,0,1,46,0,3,1
http://www.mcnote.com/index2.html,0,0,7,33,0,4,0
http://icscards.hut4.ru/security/done.html,1,0,73,15,0,2,1
http://www.ringsurf.com/ring/stblogs/,1,0,1,38,0,3,0
http://www.paragoncorporation.com/ArticleDetail.aspx?ArticleID=6,1,1,25,65,0,4,0
http://en.wikipedia.org/wiki/Winamp,1,1,1029,36,0,3,0
http://fanberg.com/pb/images/login.jsp.php,1,0,43,62,0,4,1
http://inshame.blogspot.com/search/label/My\%20Progs:\%20FuckBrainfuck,1,-1,269,69,0,3,0
http://savageranch.com/portal/ativar/plugin/BancodoBrasil/error.php,1,0,42,66,0,4,1
http://circuitboardshorts.homestead.com/home.html,0,0,2,49,0,4,0
http://java.sun.com/products/jdk/idl/,1,0,93,41,0,3,0
http://ryangraber.com/test_v7/wp-admin/network/nets/index.htm,0,0,20,61,0,3,1
http://www.apple.com/xsan/,1,0,111,35,0,3,0
http://www.ringsurf.com/ring/blogplates/,1,0,22,41,0,3,0
http://www.ibm.com/developerworks/java/library/j-threads3.html,1,0,70,69,0,4,0
http://www.baobablife.net/paypal.co.info.com.nz.au,1,0,40,51,0,8,1
http://www.acm.org/conferences/sac/sac2000/Proceed/FinalPapers/PL-18/,1,0,37,26,0,3,0
http://caesarstravel.com/images/Paypal.com/en/cgi-bin/webscrcmd=xptcpssecuritycentersellResolveIssue-outside/,0,0,0,109,0,3,1
http://www.hpl.hp.com/personal/Jean_Tourrilhes/Linux/,1,0,347,54,0,4,0
http://pastehtml.com/view/bfrdoeadb.html,1,0,1,41,0,3,1
http://user.it.uu.se/~jann/grad-plan/project_plan/,0,0,66,50,0,4,0
http://tools.ietf.org/html/rfc3049,1,1,207,35,0,3,0
http://www.rapra.net/software/,1,0,133,29,0,3,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqsnlijZlvh2IFl-bXdPU5V3IMuJmWnF5GeUHFoYsmgAu23M9-ICDjOvoPaOqaJXbKjA1fqzpPWwcpcNZRxczlidelOaydn1I_h4wY6tIlv43Eiw5pfzpx39f159Jjh8YYYO00M5EeMLeiXR-BJmKbVQqu9sNnrx6rSN_uX4Y-A7a7GF3wVvcC2AHZ065x2cJo_HNb9PfOurGWEQY2DsmiRoplEOw\%3D\%3D&amp;attredirects=2,1,0,7,298,0,9,1
http://sourceforge.net/projects/phpesp/,1,0,288,40,0,2,0
http://singapore_aberdeen.tripod.com/mackenzie.html,0,0,2,51,0,4,0
http://atrey.karlin.mff.cuni.cz/~vojtech/joystick/,0,0,0,50,0,5,0
http://www.epic.org/privacy/litigation/,1,1,1543,40,0,3,0
http://www.istanbulle.com/log.edd50113cd56e83/secure-code12/pay.f1203.de2a963f.edd50113cd56e83/,0,0,0,95,0,7,1
http://www.sjgames.com/illuminati/,0,0,34,34,0,3,0
http://fecha.com.mx/wallpapers/xscae/bancofalabella.cl/BancoFalabellaChile/,0,0,0,75,0,4,1
http://www.qinxin.cn/images/index.htm?ref=hgttzjwus.battle.net/d3/en/index,1,0,21,21,0,3,1
http://tools.ietf.org/html/rfc2909,1,1,514,35,0,3,0
http://users.belgacom.net/gc610902/,0,0,4,35,0,3,0
http://grc.com/su-firewalls.htm,1,1,115,36,0,4,0
http://www.securityfocus.com/infocus/1783,1,0,119,35,0,3,0
http://sz-leteng.com/images/?us.battle.net/login/en/?ref=bopgkotus.battle.net/d3/en/index&amp;app=com-d3,0,0,0,104,0,6,1
http://www.softwarekey.com/swk_products/solo/instant/,1,0,47,49,0,3,0
http://j.gs/3031544/acctioncomcgi-binwebscrcmdlo,1,-1,2,43,0,2,1
http://www.e-martin.org/wp-content/themes/slh-1/scripts/temp/1signindll3451cum1au901.htm,0,-1,105,88,0,4,1
http://lestourtereaux.free.fr/euclide/,0,0,8,38,0,3,0
http://home.comcast.net/~Phillips.05/ISAPIdllCustomerSupport&ambaybuyerprotectionpoliciesindex1.html,1,1,7,99,0,5,1
http://sourceforge.net/projects/buddy,1,0,285,39,0,2,0
http://www.babinet.cz/avatars/19889/hires/dir/46a0ecfbe1fc6dbf19abd431db2f0165/,1,0,0,76,0,2,1
http://www.mchome.net/dirk/weirdwars/,1,0,0,38,0,3,0
http://www1.clikpic.com/lydekker/,0,0,0,33,0,3,0
http://members.tripod.com/thefrogprince/,1,0,0,32,0,3,0
http://www.brouhaha.com/~eric/retrocomputing/,0,0,343,45,0,3,0
http://www.kurrus.net/smileys.html,0,0,0,34,0,4,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqLCSO_zjcGTnhYhdIATPyf4oyY8LrZiB6eGqqEA7aER14M4Ve1TD8VAcwhhOdQ0-K0Fli0_tBWcJ5VrlsxcJAXnU63TM6pUS5nGHopw3szrm25D55cB29ANUipBnLAl5HLAAhQ8KkIZDxljLlmOzMRlHfpzuTFuIJWVFpJK_hZMtY5MP1Cqz_1RobtFaHPfo76jaOEuXtswASO9SpEE6NnJU68pA\%3D\%3D&amp;attredirects=2,1,0,7,298,0,9,1
http://members.smetc.com/erdiroto/,0,0,9,34,0,3,0
http://www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=znimhceus.battle.net/d3/en/index&amp;app=com-d3,0,0,0,109,0,7,1
http://www.gagorder.com/gagorder/home.html,0,0,10,42,0,4,0
http://xbox.gamespy.com/xbox/spawn-armageddon/498599p1.html,0,0,0,59,0,4,0
http://www.rescro.com/Taylor/,0,0,2,29,0,3,0
http://zvon.org/xxl/JSDOMFactory/,0,0,13,33,0,2,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpPDcfLIcrg_I9Rot5pAP-JI2D9NfuY3-BXOsV9fcdPDV8ZDUM5X1H0bfOS18gvSWncN9WrXFH7T2ztndDEZ1E6jeqTvD0OOt4fNJ_kk70hR9pDvE-wjtFRO9L2GGpjAromdoKfdiLP6WpPs_t2A1EOMulSI6f0l7fzCIQLujCptVrZl309tWcHw_hYtH778Czzzahrq8g5p7WvgPhKJR0u4fDsDA==&amp;attredirects=1,1,0,7,298,0,9,1
http://www.envelooponline.com/nan/,1,0,179,35,0,3,0
http://csdl2.computer.org/persagen/DLAbsToc.jsp?resourcePath=/dl/proceedings/&amp;toc=comp/proceedings/pas/1997/7870/00/7870toc.xml&amp;DOI=10.1109/AISPAS.1997.581640,0,0,0,166,0,8,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crTKmse7Bo3oeLBspq1sIzM4mTALZOFePIUGRph7FxBjwTD4lg3CRhhYdGTinouA9C7RZ0RXmARJtq1Jof5UlXDA3dzWn7a5D70wPsFaXzu3Y95scWWb0eTrXU2UtlohZXvfBGvqIQvA9pyOucjq4Ro3OVuP_q0jIk8gU2DU2yF7ETjaa6sunmTyVYcuVh0cs8Xxs7qQiDCNRyMJz77rvZhUJBgfg\%3D\%3D&amp;attredirects=2,1,0,7,298,0,9,1
http://home.comcast.net/~19150/ISAPIdllCustomerSupport&amp;ambaybuyerprotectionpoliciesindex1.html,1,1,7,57,0,3,1
http://anthonyclose.com/wp-content/plugins/zejoiyegomg/2023812195/de-34136426436/,0,-1,1,81,0,2,1
http://www.startup24.org/nuevo/pichincha/internexo/jsp/loginbiometrico/loginBiometrico.htm,0,1,1,90,0,4,1
http://www.techonthenet.com/oracle/,1,1,359,36,0,3,0
http://zzb.huas.cn/images/?us.battle.net/login/en/?ref=xqpdlsvus.battle.net/d3/en/index&amp;app=com-d3,0,0,0,102,0,7,1
http://www.steamcommunity.viptop.ru/,0,1,60,36,0,4,1
http://www.kuro5hin.org/story/2002/12/10/213152/57,0,-1,12,50,0,3,0
http://adonaicapital.com/wp-content/themes/arthemia/45305934053/,1,0,1,68,0,3,1
http://members.tripod.com/~playtimeweb/,1,0,8,30,0,3,0
http://bruce.pennypacker.org/nanaefaq.html,1,0,1,43,0,4,0
http://www.lurgi.de/english/nbsp/index.html,1,-1,127,62,0,4,0
http://tools.ietf.org/html/rfc608,1,1,12,34,0,3,0
http://www.xmadwater.com.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,0,0,2,100,0,8,1
http://tools.ietf.org/html/rfc732,1,1,53,34,0,3,0
http://www.ddj.com/cpp/209900973,1,0,210,69,0,3,0
http://www.research.att.com/sw/tools/yoix/,1,1,1,32,0,4,0
http://www.ibm.com/developerworks/webservices/library/co-cjct8/,1,1,25,63,0,3,0
http://tools.ietf.org/html/rfc1228,1,1,128,35,0,3,0
http://www.cmpcmm.com/cc/orgs.html,0,0,468,34,0,4,0
http://hj76555.7uw.net/feedback/feedback.html,1,1,27,140,0,3,1
http://home.comcast.net/~theangle/index.html,1,1,7,43,0,4,0
http://code.google.com/p/moq/,1,0,7,37,0,3,0
http://www.sourceforge.net/projects/irsr/,1,0,283,38,0,2,0
http://www.ltis.net/edu_newsmag.html,0,0,0,36,0,4,0
http://www.hotel-vangogh.com/paypal.com.cgi-bin.logint1564o897x1589/cgi-bin/,1,0,28,76,0,6,1
http://www.research.ibm.com/journal/rdindex.html,1,1,54,49,0,5,0
http://pastehtml.com/view/ce8s5haxs.html,1,1,5,41,0,3,1
http://www.oamweb.com/business/rmlandscape/,0,0,0,43,0,3,0
http://damiendebin.net/archives/zzip/,1,1,18,38,0,3,0
http://php.holtsmark.no/base64img/,0,0,0,34,0,3,0
http://www.dgbmediagroup.com/administrator/classes/minixml/classes/css/tes/login.htm,0,-1,12,84,0,4,1
http://www.intersectalliance.com/projects/index.html,1,0,62,50,0,4,0
http://home.neopets.com/templates/homepage.phtml?pet_name=Mellanka,0,0,0,66,0,4,0
http://www.deltronix.com/public/rps.htm,1,0,36,40,0,4,0
http://www.zkwell.com.cn/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fjsmwylkus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,1,0,0,141,0,8,1
http://ericelder.com/training,0,0,0,29,0,2,0
http://java.sun.com/docs/books/tutorial/i18n/index.html,1,0,23,55,0,4,0
http://www.funs.co.uk/card.html,0,0,0,31,0,5,0
http://shshide.com/js/?ref=us.battle.net/d3/en/index,1,0,1,53,0,4,1
http://starling.us/tet/gus_perl/,0,0,0,32,0,2,0
http://members.tripod.com/krst/,1,-1,11,23,0,3,0
http://github.com/joyent/node/wiki,1,0,135,48,0,3,0
