,short_url,sub_domain,favicon,ip,href_count,state_code,url_length,ssl,page_redirect,meta_data,url_rank,label
429,1,1,0,1382515205,215,0,30,1,0,0,3002206,1.0
430,0,1,0,2560673750,82,0,40,1,0,1,9092214,1.0
431,1,1,0,3249008394,68,0,31,1,0,1,492391,1.0
432,1,1,0,3284756825,60,0,48,1,0,1,10000000,0.0
433,1,1,1,1734780640,1201,0,57,0,0,1,13,1.0
434,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
435,1,1,0,531276989,13,1,60,1,0,1,10000000,1.0
436,1,1,0,1604894786,0,1,76,0,0,0,757362,1.0
437,1,1,0,1482132344,130,1,178,0,0,1,3962364,1.0
438,1,1,1,1084908074,39,0,34,0,0,1,12119,1.0
439,1,1,1,1734780640,1096,0,45,0,0,1,13,1.0
440,0,1,0,2588067188,0,1,36,1,0,0,10000000,1.0
441,0,1,0,1755360952,0,1,95,1,0,0,10000000,0.0
442,0,1,0,2899908673,45,1,27,1,0,1,10000000,1.0
443,1,1,0,1311667546,29,0,64,0,0,1,3274398,1.0
444,0,1,0,3639550485,1,1,56,1,0,1,1797200,1.0
445,0,1,0,3405820509,82,1,44,1,0,1,21311,1.0
446,0,1,0,2149463140,33,0,37,1,0,0,5103,1.0
447,0,1,0,1386655780,0,0,27,1,0,0,10000000,0.0
448,0,1,0,3237285016,6,0,41,1,0,0,2093437,0.0
449,0,1,0,842991637,34,1,41,1,0,1,10000000,1.0
450,0,1,1,2890106420,46,0,52,1,0,1,2265539,1.0
451,0,1,0,1822918613,2,0,39,1,0,0,10000000,1.0
452,1,1,0,3105878209,1,1,57,0,0,1,10000000,0.0
453,1,1,0,1083654925,51,0,45,0,0,1,943797,1.0
454,0,1,0,64321793,34,0,40,1,0,1,10000000,0.0
455,1,1,0,2572943460,1,1,46,0,0,1,6382,1.0
456,1,1,-1,2155208965,89,0,26,0,0,1,41538,0.0
457,0,1,0,3519740969,2,0,40,1,0,1,17554,1.0
458,1,1,0,3651141785,0,1,43,0,0,0,10000000,0.0
459,1,1,1,3627730702,2,1,114,0,0,1,1,1.0
460,0,1,0,3342594713,0,0,77,1,0,1,10000000,0.0
461,1,1,-1,1746013146,128,1,31,0,0,1,6108,1.0
462,1,1,-1,3484741490,33,1,70,1,0,1,1214726,0.0
463,0,1,0,1307892309,2,0,31,1,0,1,353554,1.0
464,1,1,1,1076393420,57,0,36,0,0,1,8421,1.0
465,1,1,1,1084908074,101,0,35,0,0,1,12119,0.0
466,1,1,0,3233351507,169,0,42,0,0,1,110847,1.0
467,0,1,0,2542501899,0,1,66,1,0,0,12905,1.0
468,0,1,0,623919508,0,0,26,1,0,0,10000000,1.0
469,1,1,1,2899943822,3,1,128,0,0,1,1,1.0
470,0,1,0,1073454297,198,0,26,1,0,1,59739,0.0
471,1,1,0,2734529507,4,0,43,0,0,0,122951,1.0
472,0,1,0,2884898546,0,1,163,1,0,1,1586278,0.0
473,0,1,0,3287154763,0,1,67,1,0,0,10000000,0.0
474,1,1,0,1509733478,1,1,39,0,0,1,8409084,1.0
475,0,1,0,1599411895,25,0,53,1,0,1,418902,1.0
476,1,1,1,388198315,21,0,32,0,0,1,50988,0.0
477,1,1,-1,2294756989,1031,0,54,0,0,1,45206,0.0
478,1,1,0,1807380249,1,0,30,1,0,1,10000000,1.0
479,0,1,0,2790170858,219,0,33,1,0,1,248536,1.0
480,0,1,-1,89085723,44,0,24,1,0,1,10000000,1.0
481,0,1,0,3272879935,0,1,189,1,1,1,10000000,1.0
482,0,1,0,2686747613,11,0,30,1,0,1,695705,0.0
483,1,1,1,1084908074,51,0,34,0,0,1,12119,1.0
484,1,1,0,1746436040,93,0,106,0,0,1,25012,1.0
485,1,1,-1,3104963783,3,0,53,0,0,1,3386744,0.0
486,1,1,1,1084908074,5,0,34,0,0,1,12119,1.0
487,1,1,-1,864887538,61,0,44,0,0,1,44018,1.0
488,0,1,0,3507582112,11,0,27,1,0,0,454467,0.0
489,1,1,0,2186831155,32,0,86,0,0,1,11770,1.0
490,1,1,0,1542070978,169,1,64,0,0,1,703631,1.0
491,1,1,1,1174163531,7,1,88,0,0,1,305,1.0
492,0,1,0,1174163531,0,1,33,1,0,0,8556,1.0
493,1,1,0,3387720236,0,0,93,0,0,0,10000000,1.0
494,1,1,0,2539998914,108,0,56,0,0,1,1564,1.0
495,1,1,1,1084908074,8,0,35,0,0,1,12119,1.0
496,0,1,0,3509730984,2184,0,31,1,0,1,806378,1.0
497,1,1,1,3630769679,824,0,85,0,0,1,13288,1.0
498,0,1,0,3345430880,27,0,48,1,0,1,2069033,0.0
499,1,1,0,1137178634,5,0,105,0,0,1,564,1.0
500,1,1,-1,1494640042,4,0,37,0,0,1,10000000,1.0
501,1,1,0,3571667306,1,1,41,0,0,0,10000000,1.0
502,0,1,0,1158736919,37,1,35,1,0,1,80801,1.0
503,0,1,0,1139008240,0,1,35,1,0,0,10000000,1.0
504,0,1,0,1109882309,253,0,39,1,0,1,7529980,1.0
505,1,1,0,2899908865,60,0,61,1,0,1,10000000,1.0
506,1,1,0,3327310045,17,0,35,0,0,1,6348,1.0
507,0,1,0,844600106,0,1,51,1,0,0,10000000,1.0
508,1,1,0,389358831,115,0,30,0,0,1,44,0.0
509,0,1,0,915540366,18,0,59,1,0,1,8127326,1.0
510,0,1,0,2790539005,10,0,39,1,0,0,523588,0.0
511,1,1,1,69191230,144,0,35,0,0,1,12119,1.0
512,0,1,0,3629941885,33,0,33,1,0,1,6219497,0.0
513,0,1,0,3158406082,0,1,39,1,0,0,10000000,1.0
514,1,1,0,2354734392,0,1,38,0,0,0,860,1.0
515,0,1,0,2919232248,22,0,50,1,0,0,1305327,1.0
516,1,1,1,69191230,164,0,35,0,0,1,12119,1.0
517,0,1,0,2734503502,2,1,46,1,0,1,10000000,1.0
518,1,1,0,3223256217,5,1,35,1,0,1,6771422,0.0
519,1,1,0,585215339,23,1,60,0,0,1,10000000,1.0
520,0,1,0,1176998609,0,1,38,1,0,0,10000000,1.0
521,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
522,1,1,0,1779103894,117,0,32,0,0,1,328,1.0
523,0,1,0,2790798137,1,0,55,1,0,1,10000000,1.0
524,1,1,1,69191230,189,0,35,0,0,1,12119,1.0
525,1,1,1,2539998857,126,0,59,0,0,1,16310,1.0
526,1,1,0,1100742963,130,0,69,0,0,1,25471,1.0
527,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
528,1,1,0,1145227472,22,0,26,0,0,1,10000000,1.0
529,1,1,1,2539998885,1,1,68,0,0,1,770401,0.0
530,1,1,0,3261924956,82,0,54,0,0,1,47120,1.0
531,0,1,0,3650242099,0,1,89,1,0,1,10000000,1.0
532,1,1,0,1604894786,0,1,76,0,0,0,757362,1.0
533,1,1,1,69191230,18,0,35,0,0,1,12119,1.0
534,0,1,-1,577145012,1,0,31,1,0,1,10000000,0.0
535,1,1,1,69191230,153,0,35,0,0,1,12119,1.0
536,0,1,0,225518040,225,0,33,1,0,1,8185459,1.0
537,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
538,1,1,1,69191230,34,0,35,0,0,1,12119,1.0
539,0,1,0,3331093521,8,0,48,1,0,1,10000000,1.0
540,1,1,0,3627736257,7,0,226,0,0,1,1,0.0
541,0,1,-1,3464632721,6,1,34,1,0,1,10000000,1.0
542,1,1,0,2899909249,21,0,35,0,0,1,10000000,1.0
543,1,1,0,1749720821,188,0,55,0,0,1,745,1.0
544,1,1,0,1712834343,94,0,56,1,0,1,1331116,0.0
545,1,1,1,1749735159,98,0,38,0,0,1,558,1.0
546,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
547,1,1,0,2632817392,1,0,117,1,0,1,10000000,0.0
548,0,1,0,3107303751,0,0,48,1,0,1,9620976,0.0
549,0,1,0,1578629964,0,0,24,1,0,1,84483,0.0
550,0,1,0,2471698026,2,0,34,1,0,0,29176,1.0
551,1,1,0,2550996511,40,0,70,0,0,1,53713,1.0
552,0,1,0,3098277093,0,1,61,1,0,0,8598030,1.0
553,0,1,0,2170038305,1,0,41,1,0,0,132020,1.0
554,1,1,0,398000130,29,0,52,0,0,0,11579,1.0
555,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
556,1,1,1,2778729748,189,0,94,0,0,1,1290,1.0
557,0,1,0,1805293260,0,0,32,1,0,1,3789631,1.0
558,1,1,0,2194376799,0,0,60,1,0,0,1854,1.0
559,1,1,1,1734780640,415,0,54,0,0,1,13,1.0
560,1,1,0,2919233393,69,0,32,0,0,1,9582344,1.0
561,0,1,0,3633503499,0,1,36,1,0,0,10000000,1.0
562,0,1,0,794526006,4,1,21,1,0,1,10000000,1.0
563,0,1,0,2728362275,2,1,41,1,0,1,52952,1.0
564,1,1,0,3249153359,23,0,39,0,0,0,56789,1.0
565,1,1,0,773773058,324,0,49,0,0,1,2945942,0.0
566,0,1,0,2539998857,0,1,66,1,0,0,10825,1.0
567,1,1,0,212557353,0,0,110,1,0,0,149952,1.0
568,0,1,0,1089380220,0,1,53,1,0,0,7036,1.0
569,0,1,0,1075841094,0,1,28,1,0,0,10000000,0.0
570,0,1,0,1113625888,15,0,44,1,0,1,6815502,1.0
571,1,1,0,597257902,9,0,54,0,0,1,757123,1.0
572,0,1,0,2632407955,0,1,49,1,0,0,10000000,1.0
573,1,1,1,3276693068,100,0,67,0,0,1,78726,1.0
574,0,1,0,1585603946,28,0,52,1,0,1,10000000,1.0
575,0,1,-1,1559722040,137,1,30,1,0,1,10000000,1.0
576,0,1,0,3627731009,12,1,41,1,0,0,10000000,1.0
577,1,1,0,2331839794,140,1,70,0,0,1,33012,1.0
578,0,1,0,844586807,0,1,39,1,0,0,2147618,0.0
579,1,1,0,2991569578,222,0,38,0,0,1,10000000,1.0
580,0,1,0,1388462140,1,0,74,1,0,1,10000000,1.0
581,0,1,0,1474706969,14,0,43,1,0,1,10000000,1.0
582,0,1,0,1959403873,0,1,44,1,0,0,1961618,0.0
583,0,1,0,2734503502,2,1,46,1,0,1,10000000,1.0
584,0,1,0,794552897,11,1,100,1,0,1,10000000,0.0
585,1,1,0,2789088344,0,1,35,0,0,0,10000000,1.0
586,1,1,0,915417553,98,0,78,0,0,1,11975,1.0
587,1,1,0,3118312740,28,0,37,1,0,1,10000000,1.0
588,0,1,0,3585983817,8,0,48,1,0,1,882950,1.0
589,1,1,0,3231103914,5,0,65,1,0,0,1817,1.0
590,0,1,0,2330476835,9,0,44,1,0,0,10000000,1.0
591,1,1,0,3110608216,21,1,124,0,0,1,10000000,1.0
592,1,1,0,1816032369,567,0,44,0,0,1,312247,0.0
593,0,1,0,1370067280,25,0,44,1,0,1,6464496,0.0
594,1,1,0,1450177153,76,0,13,1,0,1,4747018,0.0
595,0,1,-1,599453285,1,0,25,1,0,1,10000000,1.0
596,1,1,0,2309964568,104,0,23,1,0,1,10000000,1.0
597,0,1,0,2194746820,3,0,56,1,0,0,12129,1.0
598,1,1,0,2899947214,7,0,29,1,0,1,10000000,1.0
599,0,1,0,3519740969,23,0,40,1,0,1,17554,0.0
600,0,1,0,1168613528,20,1,42,1,0,1,6738632,0.0
601,1,1,-1,3629937677,27,0,31,0,0,1,1809433,1.0
602,1,1,0,916709682,5,0,50,1,0,1,10368,1.0
603,0,1,0,2589869730,0,1,61,1,0,0,10000000,1.0
604,1,1,0,600928436,18,1,56,1,0,1,10000000,1.0
605,1,1,1,69191230,33,0,35,0,0,1,12119,1.0
606,1,1,0,2539995587,15,0,38,0,0,1,2213627,1.0
607,0,1,0,1383448142,0,1,78,1,0,0,10796,1.0
608,1,1,0,759942168,103,0,28,0,0,1,18919,0.0
609,1,1,1,1734780640,619,0,38,0,0,1,13,1.0
610,1,1,0,1806973083,24,0,33,1,0,1,4795756,1.0
611,1,1,0,223528758,0,1,43,1,0,0,10000000,1.0
612,0,1,0,1539463782,0,0,217,1,0,0,1207958,1.0
613,1,1,0,597467805,0,1,37,1,0,0,10000000,0.0
614,1,1,1,69191230,146,0,35,0,0,1,12119,1.0
615,1,1,0,2572943460,1,1,46,0,0,1,6382,1.0
616,1,1,0,1746153824,186,0,34,0,0,1,21754,1.0
617,1,1,0,3587251911,0,1,40,0,0,0,650,1.0
618,0,1,0,1746639553,253,0,42,1,0,1,795210,1.0
619,1,1,1,2488811856,128,0,32,0,0,1,36716,1.0
620,0,1,0,2147625567,56,0,36,1,0,0,3377,1.0
621,0,1,0,646115972,0,1,40,1,0,0,10000000,1.0
622,0,1,0,772031976,121,0,40,1,0,1,10000000,1.0
623,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
624,0,1,0,3743096435,0,1,37,1,0,0,10000000,0.0
625,1,1,1,1475395139,17,0,61,0,1,1,23,1.0
626,0,1,0,1264935979,167,0,24,1,0,0,7589231,1.0
627,1,1,-1,1746670819,265,1,76,0,0,1,3990177,1.0
628,0,1,0,1109865830,16,0,42,1,0,1,10000000,1.0
629,1,1,-1,3325924341,763,1,38,0,0,1,4806195,1.0
630,1,1,0,2520843752,16,0,31,1,0,1,111384,1.0
631,1,1,1,2540001957,1,1,64,0,0,1,770401,0.0
632,0,1,0,2170483251,1,0,34,1,1,1,4889,1.0
633,1,1,0,919620988,0,0,163,0,0,1,5630,1.0
634,0,1,0,1158735402,0,1,82,1,0,0,8638306,1.0
635,1,1,1,601233017,132,0,33,0,0,1,328961,1.0
636,1,1,1,69191230,437,0,35,0,0,1,12119,0.0
637,1,1,1,69191230,765,0,35,0,0,1,12119,1.0
638,0,1,0,3098051569,0,0,29,1,0,1,10000000,1.0
639,0,1,0,1174163531,0,1,37,1,0,0,8556,1.0
640,0,1,0,2328462214,12,0,36,1,0,0,2518,0.0
641,1,1,0,1745942110,33,1,58,0,0,1,3764,1.0
642,1,1,0,3272136586,0,0,30,0,0,1,263,1.0
643,0,1,-1,846467537,13,0,52,1,0,0,10000000,1.0
644,1,1,0,3276416574,33,0,24,1,0,1,10000000,1.0
645,0,1,1,2194376799,41,0,63,1,0,1,1854,1.0
646,1,1,0,3519740994,0,0,36,1,0,1,10000000,0.0
647,1,1,0,414961028,1,1,65,0,0,1,5479536,1.0
648,1,1,0,1749720821,11,1,59,0,0,1,745,1.0
649,1,1,0,2742454027,0,1,42,0,0,0,43999,1.0
650,1,1,0,840715332,180,0,46,0,0,1,99561,1.0
651,1,1,0,1746632853,0,1,32,0,0,1,10000000,1.0
652,0,1,0,3257924125,0,1,34,1,0,0,87564,1.0
653,1,1,1,2539998628,35,0,126,0,0,1,90,0.0
654,1,1,0,399773160,123,0,77,0,0,1,21,0.0
655,0,1,0,3659275811,0,0,29,1,0,1,10000000,1.0
656,0,1,0,2633832632,0,0,108,1,0,1,10000000,1.0
657,0,1,0,2540001484,1,1,60,1,0,0,1387365,1.0
658,1,1,-1,2297653174,103,0,30,0,0,1,32988,0.0
659,1,1,-1,585336755,197,0,62,0,0,1,84928,1.0
660,1,1,0,2405406328,7,1,91,1,0,1,10000000,1.0
661,1,1,0,1604894786,0,1,76,0,0,0,757362,1.0
662,1,1,0,3237777951,36,0,32,1,0,1,8471141,1.0
663,0,1,1,2866876185,42,1,80,1,0,1,745,1.0
664,1,1,0,3510338562,75,0,43,0,0,1,731378,1.0
665,0,1,0,1168951705,0,0,31,1,0,1,7247663,1.0
666,0,1,0,531266393,65,0,40,1,0,1,1467151,1.0
667,0,1,0,887489546,0,1,76,1,0,0,10000000,1.0
668,1,1,0,598293180,0,0,163,0,0,1,5630,1.0
669,0,1,0,3024929084,2,1,100,1,0,0,10000000,1.0
670,0,1,1,2255101232,58,0,45,1,0,1,87449,1.0
671,1,1,1,1734780640,105,0,54,0,0,1,13,1.0
672,1,1,0,2501116943,97,0,39,0,0,1,10694,0.0
673,0,1,0,3107303733,4,0,111,1,0,1,10000000,0.0
674,1,1,-1,1539567751,5,0,44,1,0,1,10000000,1.0
675,1,1,1,3652176410,76,0,23,0,0,1,733823,1.0
676,0,1,0,3274345996,0,0,36,1,0,1,10000000,1.0
677,1,1,1,585772688,113,0,32,0,0,1,70751,1.0
678,1,1,0,3630769674,1,0,97,0,0,1,384322,0.0
679,1,1,0,3630769677,262,0,40,0,0,1,467,1.0
680,1,1,0,3630769674,10,0,23,0,0,1,2760869,1.0
681,1,1,-1,232976925,39,0,24,0,0,1,685135,1.0
682,0,1,0,1047795516,10,0,47,1,0,1,10000000,0.0
683,1,1,0,1746024858,0,1,85,0,0,1,10000000,0.0
684,0,1,0,3624993199,15,0,48,1,0,1,4783428,1.0
685,1,1,0,1745901542,1,1,37,0,0,1,136276,1.0
686,0,1,0,3272096557,0,1,40,1,0,0,10000000,1.0
687,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
688,0,1,0,3519740969,6,0,41,1,0,1,17554,1.0
689,1,1,0,2572943460,1,1,46,0,0,1,6382,1.0
690,0,1,-1,1407926316,0,0,37,1,0,0,45964,1.0
691,1,1,-1,3413242970,114,1,217,1,0,1,4385231,1.0
692,0,1,0,1285867426,0,1,110,1,0,0,10000000,1.0
693,1,1,0,3510338562,76,0,38,0,0,1,731378,1.0
694,0,1,0,3519740994,2,0,39,1,0,1,10000000,1.0
695,1,1,0,401541112,16,0,31,0,0,1,10000000,1.0
696,1,1,1,1749720821,57,0,37,0,0,1,745,1.0
697,1,1,1,1734780640,623,0,44,0,0,1,13,1.0
698,1,1,1,2539998937,76,0,71,0,0,1,44147,1.0
699,1,1,1,2542501898,4,0,41,0,0,1,1250938,1.0
700,1,1,0,1089380219,116,0,24,0,0,1,162693,1.0
701,1,1,0,1241920647,29,0,34,0,0,1,10000000,1.0
702,0,1,0,1760542902,0,1,122,1,0,0,10000000,1.0
703,1,1,0,1745901542,1,1,38,0,0,1,136276,1.0
704,1,1,0,2690321258,7,0,40,0,0,0,52635,1.0
705,0,1,0,3624993197,0,1,65,1,0,0,10000000,1.0
706,0,1,0,3519740969,1,1,44,1,0,1,17554,1.0
707,0,1,0,2734380445,0,1,83,1,0,0,3760034,1.0
708,0,1,0,993076157,2,1,73,1,0,0,10000000,1.0
709,1,1,-1,2539998518,195,0,28,0,0,1,2223,1.0
710,1,1,0,1745901542,1,1,38,0,0,1,136276,1.0
711,0,1,0,2893618197,0,1,61,1,0,0,10000000,1.0
712,0,1,0,3519740969,2,0,38,1,0,1,17554,1.0
713,0,1,0,2149463140,32,0,27,1,0,0,5103,1.0
714,0,1,0,1097088617,28,0,31,1,0,0,10000000,1.0
715,1,1,1,1734780640,210,0,57,0,0,1,13,1.0
716,1,1,0,3587251911,0,0,48,0,0,1,650,1.0
717,0,1,0,1746644622,0,1,43,1,0,0,10000000,1.0
718,1,1,0,3326601519,53,1,31,0,0,1,10000000,1.0
719,1,1,0,2892123584,30,1,87,0,0,1,10000000,1.0
720,0,1,0,3098497824,0,1,39,1,0,0,8375290,1.0
721,0,1,0,2790798137,1,0,45,1,0,1,10000000,1.0
722,1,1,0,1745901542,11,0,39,0,0,1,136276,1.0
723,1,1,0,1535568852,0,0,52,0,0,0,3441569,1.0
724,0,1,0,919687406,83,0,48,1,0,0,5230104,1.0
725,1,1,-1,1746646903,304,0,41,0,0,1,6302204,1.0
726,0,1,0,389357619,0,1,55,1,0,0,170121,1.0
727,0,1,0,1804875078,0,0,97,1,0,0,10000000,0.0
728,1,1,-1,1436536955,68,1,93,0,0,1,10226073,0.0
729,1,1,0,3651141811,169,0,48,0,0,1,787811,1.0
730,1,1,0,3587251911,0,0,35,0,0,1,650,1.0
731,0,1,0,1077522438,38,0,34,1,0,1,2208877,0.0
732,0,1,0,1136903449,9,0,36,1,0,1,3730623,1.0
733,0,1,0,3509828756,36,0,42,1,0,1,10088,0.0
734,1,1,0,2899908878,10,0,38,0,0,0,1,0.0
735,0,1,0,843018876,100,0,44,1,0,1,692638,0.0
736,0,1,-1,1475088426,35,1,92,1,0,1,10269709,0.0
737,1,1,0,3630769677,262,0,46,0,0,1,467,1.0
738,1,1,0,2428273005,0,0,33,0,0,1,14716,1.0
739,1,1,0,872783175,257,1,67,0,0,1,10000000,0.0
740,1,1,0,1113625875,0,1,47,0,0,0,6078548,1.0
741,1,1,1,3627736270,2,1,200,0,0,1,1,0.0
742,1,1,0,2164050678,146,0,49,0,0,1,8708,1.0
743,1,1,0,1203522382,161,0,51,0,0,1,244346,1.0
744,0,1,0,3584806691,13,1,36,1,0,1,10000000,1.0
745,1,1,0,2901857212,0,0,144,1,0,0,10000000,0.0
746,1,1,1,2655387320,87,0,51,0,0,1,329628,1.0
747,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
748,0,1,0,1745902733,0,1,28,1,0,1,16040,1.0
749,1,1,0,583929066,0,0,163,0,0,1,5630,1.0
750,0,1,0,1538785314,0,1,62,1,0,0,10243543,1.0
751,1,1,0,864875865,21,0,21,1,0,1,39806,1.0
752,0,1,0,3519740994,27,0,39,1,0,1,142518,0.0
753,1,1,1,2330001932,321,0,37,0,0,1,9523,1.0
754,1,1,0,2513600598,0,0,30,0,1,1,2967830,1.0
755,0,1,0,1086298246,0,1,81,1,0,0,10000000,1.0
756,0,1,0,3497111101,97,0,26,1,0,1,10000000,1.0
757,0,1,0,1579172809,0,1,35,1,0,0,10000000,1.0
758,0,1,-1,1542073942,28,1,46,1,0,1,10000000,1.0
759,1,1,-1,920743216,237,0,54,0,0,1,10867,1.0
760,0,1,-1,577145012,1,0,131,1,0,1,10000000,1.0
761,0,1,0,1384915116,3,0,34,1,0,1,7913216,1.0
762,1,1,1,224091978,149,0,66,0,0,1,768,1.0
763,0,1,0,3108447418,0,0,35,1,1,1,10000000,1.0
764,1,1,1,840092489,250,0,46,0,0,1,138162,1.0
765,1,1,0,1746635836,1,1,66,0,0,1,10000000,1.0
766,1,1,-1,2194878429,2,0,52,0,0,1,2790,1.0
767,0,1,0,1746431028,0,1,40,1,0,0,418040,1.0
768,0,1,0,2928358521,1,1,97,1,0,1,10000000,1.0
769,1,1,0,1815875510,31,0,49,1,0,1,49406,1.0
770,0,1,0,3482646671,0,1,254,1,0,0,10000000,0.0
771,1,1,0,1209880629,0,1,53,0,0,0,5403206,1.0
772,1,1,0,584551384,3,0,48,0,0,0,4026,1.0
773,0,1,0,2790181252,1,1,55,1,0,0,10000000,1.0
774,0,1,0,3519740969,28,0,46,1,0,1,17554,0.0
775,1,1,-1,2007044107,43,0,49,0,0,1,11,0.0
776,0,1,1,575717005,1,1,101,1,0,1,10000000,1.0
777,0,1,0,1074629603,38,0,31,1,0,1,10000000,1.0
778,1,1,0,1604894786,0,1,76,0,0,0,757362,1.0
779,1,1,0,1148052404,14,0,40,0,0,1,2403429,1.0
780,0,1,0,2159310887,0,0,43,1,0,0,49326,1.0
781,0,1,1,1382189279,39,1,49,1,0,1,10000000,1.0
782,0,1,0,3519740969,19,0,53,1,0,1,17554,1.0
783,0,1,0,3512942644,0,0,39,1,0,1,10000000,1.0
784,1,1,0,1746070102,0,1,58,0,0,0,22188,1.0
785,0,1,0,787674767,0,1,93,1,0,0,10000000,1.0
786,0,1,-1,2255101232,12,0,52,1,0,1,87449,1.0
787,1,1,0,886796499,9,0,52,1,0,0,3054360,1.0
788,1,1,-1,912163227,0,0,61,0,0,1,10000000,1.0
789,0,1,0,1746633414,27,0,30,1,0,1,10000000,1.0
790,1,1,0,1607846750,25,0,35,0,0,1,5845604,1.0
791,1,1,1,2899947214,3,1,87,0,0,1,1,1.0
792,0,1,0,3423217300,53,1,156,1,0,1,10000000,1.0
793,1,1,0,1352009354,0,1,74,1,0,0,838,1.0
794,0,1,0,1599411895,0,0,51,1,0,1,418902,1.0
795,0,1,0,1755360951,0,1,66,1,0,0,10000000,0.0
796,0,1,0,3108176140,0,1,68,1,0,0,10000000,1.0
797,1,1,1,64975801,2,0,62,0,0,1,2418,0.0
798,0,1,0,700515636,0,1,56,1,0,0,10000000,1.0
799,1,1,0,2378290453,0,1,86,1,0,0,12867,1.0
800,0,1,0,2633713148,0,1,28,1,0,0,10000000,1.0
801,0,1,0,1506112176,0,0,42,1,1,1,51796,1.0
802,1,1,1,3645522199,435,0,23,0,0,1,723,1.0
803,0,1,0,2709234161,0,0,80,1,0,1,10000000,1.0
804,0,1,0,3272880050,0,1,25,1,1,1,10000000,1.0
805,1,1,1,2405377815,101,0,42,1,0,1,7339426,1.0
806,0,1,0,2709234161,0,0,103,1,0,1,10000000,0.0
807,1,1,0,1249758073,58,0,51,0,0,1,1200470,1.0
808,1,1,0,2624517906,8,0,58,0,0,0,14022,1.0
809,0,1,0,3403992200,0,1,47,1,0,0,10000000,1.0
810,1,1,0,2152505546,0,1,106,1,0,0,10000000,1.0
811,1,1,1,1734780640,1404,0,36,0,0,1,13,1.0
812,1,1,0,3238354256,1,0,71,0,0,1,5612,1.0
813,1,1,1,916821833,106,0,39,0,0,1,3175432,1.0
814,1,1,0,64975801,40,0,59,0,0,1,2418,1.0
815,0,1,-1,1608075878,43,1,41,1,0,1,10000000,1.0
816,0,1,0,3519740994,21,0,44,1,0,1,10000000,1.0
817,1,1,0,3221245464,23,1,75,0,0,1,10000000,1.0
818,0,1,0,2523756656,1,0,76,1,0,0,10000000,1.0
819,1,1,0,1844302660,0,1,90,0,0,0,10000000,0.0
820,1,1,-1,1241920647,215,0,34,0,0,1,1572742,1.0
821,1,1,0,3630769677,260,0,39,0,0,1,467,1.0
822,1,1,0,2210143788,39,0,52,0,0,1,43884,1.0
823,0,1,0,3415403926,0,1,35,1,0,0,8938847,1.0
824,1,1,0,1109883713,10,0,42,0,0,1,10000000,1.0
825,1,1,1,2539998853,178,0,90,0,0,1,4639,0.0
826,0,1,0,1760542902,0,1,155,1,0,0,10000000,1.0
827,1,1,0,2597397588,0,1,68,1,0,0,10000000,1.0
828,1,1,0,877962877,48,0,52,0,0,1,1708291,0.0
829,0,1,0,2899943841,12,1,48,1,0,0,10000000,1.0
830,1,1,0,772044462,21,0,57,1,0,1,4731273,1.0
831,1,1,1,69191230,33,0,35,0,0,1,12119,1.0
832,1,1,0,64975801,50,0,63,0,0,1,2418,1.0
833,1,1,0,774570168,11,0,34,0,0,0,3814977,1.0
834,1,1,-1,1806960938,53,1,65,0,0,1,10000000,1.0
835,0,1,0,1158735402,0,1,75,1,0,0,8638306,1.0
836,1,1,1,2917987430,59,0,32,0,0,1,576347,1.0
837,0,1,0,3519740994,17,0,44,1,0,1,142518,1.0
838,1,1,1,3645522199,435,0,23,0,0,1,723,1.0
839,1,1,0,392168656,96,0,46,1,0,1,517086,0.0
840,1,1,0,2150524933,15,0,36,0,0,0,2102,1.0
841,0,1,0,3519740994,0,0,33,1,0,1,10000000,1.0
842,0,1,0,1806477435,10,0,35,1,0,1,8623995,1.0
843,1,1,1,1174163531,7,1,98,0,0,1,305,0.0
844,1,1,0,2631948980,1,0,22,1,0,1,10000000,1.0
845,0,1,0,1045186701,0,0,24,1,0,1,10000000,0.0
846,0,1,0,399772679,0,1,67,1,0,0,5594151,1.0
847,1,1,1,69191230,7,0,33,0,0,1,12119,1.0
848,1,1,-1,3325106065,28,1,45,0,0,1,10000000,0.0
849,1,1,-1,758701192,2,0,43,0,1,1,10000000,1.0
850,1,1,0,2890116990,0,0,69,0,0,0,62054,1.0
851,0,1,0,773773267,0,1,43,1,0,0,10000000,1.0
852,1,1,0,846475556,148,0,55,0,0,1,1002467,0.0
853,1,1,1,2197769233,6,0,40,0,0,1,10301282,1.0
854,1,1,0,585256392,39,1,31,0,0,1,10000000,1.0
855,0,1,0,2589763285,1,0,83,1,0,1,10000000,1.0
856,0,1,0,3423287344,0,0,29,1,0,1,10000000,0.0
857,0,1,0,3653661496,10,0,31,1,0,1,1520183,1.0
858,1,1,1,1177163675,83,0,44,1,0,1,807006,1.0
859,1,1,1,69191230,8,0,34,0,0,1,12119,1.0
